ticket_id,emp_id,dept_id,ticket_type,category,priority,status,raised_date,resolved_date,resolution_hrs,sla_breached,reopen_count,satisfaction_score,assigned_to
TKT03932,EMP0316,DEPT14,Incident,Application,Low,Closed,2023-03-22,2023-03-26 08:18:00,104.3,Yes,2,3,EMP0005
TKT03933,EMP0199,DEPT01,Bug,Network,Medium,Resolved,2022-05-13,2022-05-14 02:00:00,26.0,No,0,4,EMP0136
TKT03934,EMP0231,DEPT09,Service Request,Hardware,Medium,Resolved,2021-01-19,2021-01-19 03:06:00,3.1,No,0,4,EMP0074
TKT03935,EMP0467,DEPT15,Service Request,Security,High,Resolved,2021-03-28,2021-03-28 07:18:00,7.3,No,0,3,EMP0250
TKT03936,EMP0384,DEPT17,Service Request,Other,Low,Reopened,2023-09-01,2023-09-02 11:30:00,35.5,No,0,3,EMP0215
TKT03937,EMP0122,DEPT10,Change Request,Other,High,Resolved,2021-11-14,2021-11-15 04:42:00,28.7,Yes,0,4,EMP0107
TKT03938,EMP0350,DEPT05,Incident,Application,Low,In Progress,2023-01-31,2023-02-01 15:18:00,39.3,No,0,3,EMP0217
TKT03939,EMP0252,DEPT03,Problem,Other,Medium,Resolved,2021-07-03,2021-07-03 06:12:00,6.2,No,0,3,EMP0069
TKT03940,EMP0314,DEPT15,Bug,Security,Medium,Resolved,2022-05-25,2022-05-26 23:36:00,47.6,No,0,3,EMP0479
TKT03941,EMP0129,DEPT01,Incident,Hardware,Medium,Open,2021-11-19,2021-11-20 03:24:00,27.4,No,1,3,EMP0439
TKT03942,EMP0177,DEPT05,Service Request,Network,Low,Resolved,2023-10-21,2023-10-24 12:24:00,84.4,Yes,1,5,EMP0261
TKT03943,EMP0326,DEPT18,Bug,Software,Medium,Resolved,2021-07-07,2021-07-07 09:42:00,9.7,No,0,4,EMP0447
TKT03944,EMP0233,DEPT11,Problem,Hardware,High,Resolved,2022-11-25,2022-11-25 12:12:00,12.2,No,1,5,EMP0053
TKT03945,EMP0246,DEPT04,Incident,Email,Medium,Resolved,2021-05-03,2021-05-03 01:48:00,1.8,No,0,4,EMP0135
TKT03946,EMP0471,DEPT13,Incident,Network,Medium,Closed,2021-05-03,2021-05-04 00:18:00,24.3,No,0,4,EMP0325
TKT03947,EMP0461,DEPT05,Change Request,Other,High,Closed,2022-12-30,2022-12-30 17:18:00,17.3,No,0,4,EMP0133
TKT03948,EMP0079,DEPT06,Incident,Security,High,Closed,2021-11-12,2021-11-13 04:48:00,28.8,Yes,1,3,EMP0347
TKT03949,EMP0233,DEPT12,Incident,Database,Medium,Closed,2021-08-08,2021-08-10 16:48:00,64.8,Yes,0,4,EMP0139
TKT03950,EMP0275,DEPT19,Problem,Other,Low,Resolved,2021-09-15,2021-09-17 13:06:00,61.1,No,0,4,EMP0233
TKT03951,EMP0451,DEPT08,Problem,Cloud,High,Closed,2023-09-27,2023-09-27 14:30:00,14.5,No,2,5,EMP0060
TKT03952,EMP0185,DEPT14,Bug,Cloud,Medium,Closed,2022-04-22,2022-04-23 19:42:00,43.7,No,0,5,EMP0271
TKT03953,EMP0115,DEPT09,Service Request,Database,Low,Closed,2022-10-11,2022-10-13 09:24:00,57.4,No,2,2,EMP0387
TKT03954,EMP0074,DEPT18,Problem,Software,Low,In Progress,2022-12-13,2022-12-13 12:00:00,12.0,No,0,1,EMP0297
TKT03955,EMP0147,DEPT18,Bug,Cloud,High,Open,2023-06-18,2023-06-18 10:42:00,10.7,No,1,4,EMP0118
TKT03956,EMP0327,DEPT05,Incident,Software,Low,Reopened,2022-01-31,2022-02-02 18:00:00,66.0,No,0,1,EMP0304
TKT03957,EMP0375,DEPT01,Bug,Network,Critical,Reopened,2021-02-13,2021-02-13 05:24:00,5.4,Yes,1,2,EMP0163
TKT03958,EMP0090,DEPT17,Bug,Database,Low,Resolved,2023-02-13,2023-02-16 21:00:00,93.0,Yes,3,3,EMP0407
TKT03959,EMP0494,DEPT19,Bug,Software,High,Reopened,2023-01-04,2023-01-04 03:36:00,3.6,No,1,3,EMP0109
TKT03960,EMP0496,DEPT08,Bug,Email,Medium,Closed,2021-10-03,2021-10-05 16:24:00,64.4,Yes,0,4,EMP0475
TKT03961,EMP0199,DEPT09,Problem,Software,Medium,Resolved,2022-05-29,2022-05-30 06:54:00,30.9,No,1,4,EMP0012
TKT03962,EMP0132,DEPT18,Service Request,Access,High,Resolved,2021-03-22,2021-03-23 03:30:00,27.5,Yes,1,5,EMP0295
TKT03963,EMP0452,DEPT13,Bug,Network,Medium,Resolved,2023-09-21,2023-09-21 23:36:00,23.6,No,0,3,EMP0211
TKT03964,EMP0083,DEPT18,Change Request,Email,Medium,Resolved,2023-06-16,2023-06-16 23:42:00,23.7,No,2,3,EMP0295
TKT03965,EMP0189,DEPT17,Incident,Database,Low,Reopened,2022-08-27,2022-08-27 22:06:00,22.1,No,0,4,EMP0409
TKT03966,EMP0379,DEPT08,Incident,Application,Low,Resolved,2023-10-01,2023-10-04 14:54:00,86.9,Yes,0,3,EMP0023
TKT03967,EMP0011,DEPT20,Incident,Other,Low,Closed,2022-01-24,2022-01-26 06:24:00,54.4,No,0,5,EMP0215
TKT03968,EMP0222,DEPT02,Incident,Security,High,Closed,2022-01-18,2022-01-19 11:42:00,35.7,Yes,0,3,EMP0254
TKT03969,EMP0413,DEPT14,Incident,Cloud,Low,Open,2022-12-14,2022-12-15 22:06:00,46.1,No,0,5,EMP0206
TKT03970,EMP0154,DEPT05,Bug,Access,Low,Open,2022-10-25,2022-10-25 14:18:00,14.3,No,0,4,EMP0134
TKT03971,EMP0074,DEPT09,Service Request,Access,Medium,Closed,2023-08-18,2023-08-18 13:12:00,13.2,No,0,5,EMP0356
TKT03972,EMP0022,DEPT13,Change Request,Application,Medium,Resolved,2022-07-18,2022-07-19 00:12:00,24.2,No,0,4,EMP0388
TKT03973,EMP0236,DEPT16,Problem,Other,High,Closed,2021-11-25,2021-11-25 14:24:00,14.4,No,2,5,EMP0441
TKT03974,EMP0211,DEPT05,Change Request,Other,Low,In Progress,2021-05-22,2021-05-24 14:42:00,62.7,No,0,4,EMP0470
TKT03975,EMP0364,DEPT17,Problem,Cloud,Low,Resolved,2023-12-24,2023-12-25 07:30:00,31.5,No,0,4,EMP0338
TKT03976,EMP0451,DEPT15,Problem,Software,Critical,In Progress,2021-11-14,2021-11-14 04:12:00,4.2,Yes,0,4,EMP0441
TKT03977,EMP0278,DEPT20,Change Request,Database,Low,Resolved,2023-07-10,2023-07-13 20:36:00,92.6,Yes,0,4,EMP0311
TKT03978,EMP0437,DEPT19,Bug,Other,High,Open,2022-08-29,2022-08-30 11:36:00,35.6,Yes,0,5,EMP0321
TKT03979,EMP0117,DEPT03,Incident,Other,High,Reopened,2022-06-24,2022-06-25 08:54:00,32.9,Yes,0,3,EMP0495
TKT03980,EMP0206,DEPT14,Bug,Security,High,Resolved,2023-01-22,2023-01-22 11:00:00,11.0,No,1,3,EMP0355
TKT03981,EMP0065,DEPT01,Incident,Email,Low,Closed,2023-07-19,2023-07-22 19:06:00,91.1,Yes,0,1,EMP0471
TKT03982,EMP0431,DEPT20,Service Request,Email,High,Reopened,2021-01-02,2021-01-02 15:06:00,15.1,No,0,3,EMP0002
TKT03983,EMP0321,DEPT03,Problem,Security,High,Closed,2023-11-03,2023-11-04 08:24:00,32.4,Yes,0,5,EMP0292
TKT03984,EMP0181,DEPT03,Change Request,Hardware,Medium,Resolved,2023-02-16,2023-02-18 18:12:00,66.2,Yes,2,2,EMP0089
TKT03985,EMP0107,DEPT10,Service Request,Database,Medium,Closed,2022-01-15,2022-01-15 03:48:00,3.8,No,0,4,EMP0089
TKT03986,EMP0483,DEPT03,Incident,Other,Low,In Progress,2021-02-08,2021-02-10 22:00:00,70.0,No,0,4,EMP0259
TKT03987,EMP0208,DEPT07,Bug,Cloud,Low,Open,2023-01-16,2023-01-16 08:24:00,8.4,No,2,5,EMP0275
TKT03988,EMP0216,DEPT04,Change Request,Database,Medium,Closed,2022-05-05,2022-05-05 07:48:00,7.8,No,2,4,EMP0391
TKT03989,EMP0453,DEPT19,Problem,Application,Medium,Open,2022-10-19,2022-10-21 10:00:00,58.0,Yes,0,3,EMP0440
TKT03990,EMP0214,DEPT08,Service Request,Access,Medium,Reopened,2021-05-10,2021-05-12 04:24:00,52.4,Yes,0,5,EMP0143
TKT03991,EMP0236,DEPT12,Problem,Other,Medium,Closed,2023-03-05,2023-03-05 20:30:00,20.5,No,0,2,EMP0481
TKT03992,EMP0376,DEPT20,Incident,Hardware,Medium,Resolved,2022-01-24,2022-01-26 06:30:00,54.5,Yes,0,4,EMP0315
TKT03993,EMP0232,DEPT06,Problem,Cloud,Medium,In Progress,2023-12-10,2023-12-11 05:24:00,29.4,No,0,2,EMP0261
TKT03994,EMP0228,DEPT07,Bug,Database,Critical,Closed,2023-10-16,2023-10-16 03:48:00,3.8,No,0,2,EMP0233
TKT03995,EMP0488,DEPT14,Service Request,Network,Low,Resolved,2021-11-12,2021-11-13 10:30:00,34.5,No,1,5,EMP0392
TKT03996,EMP0199,DEPT04,Service Request,Access,Medium,Closed,2022-08-03,2022-08-04 20:30:00,44.5,No,0,4,EMP0139
TKT03997,EMP0238,DEPT08,Bug,Other,Low,Resolved,2022-10-23,2022-10-24 19:06:00,43.1,No,0,3,EMP0447
TKT03998,EMP0187,DEPT07,Problem,Database,Medium,Open,2023-04-20,2023-04-22 02:24:00,50.4,Yes,0,4,EMP0164
TKT03999,EMP0173,DEPT16,Bug,Database,High,Resolved,2022-10-22,2022-10-22 16:54:00,16.9,No,0,4,EMP0387
TKT04000,EMP0167,DEPT14,Change Request,Cloud,Critical,Resolved,2021-08-15,2021-08-15 05:12:00,5.2,Yes,0,2,EMP0492
TKT04001,EMP0341,DEPT01,Bug,Access,Low,Open,2021-07-17,2021-07-21 08:30:00,104.5,Yes,1,4,EMP0180
TKT04002,EMP0205,DEPT11,Problem,Email,Critical,Open,2023-12-08,2023-12-08 01:36:00,1.6,No,2,4,EMP0058
TKT04003,EMP0069,DEPT06,Bug,Email,Low,Resolved,2021-05-17,2021-05-18 17:00:00,41.0,No,2,5,EMP0439
TKT04004,EMP0371,DEPT08,Incident,Network,Medium,Closed,2021-03-31,2021-04-01 20:54:00,44.9,No,1,4,EMP0362
TKT04005,EMP0272,DEPT02,Bug,Software,Low,Resolved,2021-09-23,2021-09-23 04:06:00,4.1,No,1,4,EMP0122
TKT04006,EMP0106,DEPT09,Bug,Security,High,In Progress,2022-01-01,2022-01-01 02:42:00,2.7,No,0,4,EMP0426
TKT04007,EMP0126,DEPT11,Problem,Other,Medium,Resolved,2021-03-06,2021-03-06 01:42:00,1.7,No,0,3,EMP0426
TKT04008,EMP0112,DEPT18,Change Request,Cloud,High,Resolved,2022-02-18,2022-02-18 04:42:00,4.7,No,1,4,EMP0393
TKT04009,EMP0365,DEPT17,Change Request,Other,High,Resolved,2021-08-08,2021-08-08 12:18:00,12.3,No,0,5,EMP0169
TKT04010,EMP0098,DEPT04,Problem,Cloud,Low,Resolved,2023-09-22,2023-09-25 02:36:00,74.6,Yes,0,3,EMP0276
TKT04011,EMP0292,DEPT13,Problem,Email,Low,Resolved,2022-01-28,2022-01-29 23:36:00,47.6,No,1,3,EMP0384
TKT04012,EMP0100,DEPT11,Problem,Cloud,High,In Progress,2021-07-22,2021-07-22 07:00:00,7.0,No,2,4,EMP0458
TKT04013,EMP0486,DEPT01,Incident,Access,Medium,Resolved,2021-03-07,2021-03-07 14:36:00,14.6,No,0,2,EMP0233
TKT04014,EMP0448,DEPT06,Service Request,Software,Low,Resolved,2023-03-07,2023-03-11 01:30:00,97.5,Yes,0,5,EMP0070
TKT04015,EMP0374,DEPT12,Bug,Network,Medium,Resolved,2023-10-01,2023-10-02 03:12:00,27.2,No,0,1,EMP0434
TKT04016,EMP0338,DEPT09,Problem,Hardware,Medium,Closed,2023-12-13,2023-12-15 17:06:00,65.1,Yes,0,4,EMP0252
TKT04017,EMP0402,DEPT10,Problem,Email,Low,Resolved,2022-06-09,2022-06-13 10:54:00,106.9,Yes,0,3,EMP0064
TKT04018,EMP0317,DEPT16,Problem,Hardware,Low,Closed,2021-04-11,2021-04-15 04:54:00,100.9,Yes,2,2,EMP0233
TKT04019,EMP0187,DEPT05,Change Request,Hardware,Low,Closed,2023-01-21,2023-01-24 21:54:00,93.9,Yes,0,5,EMP0137
TKT04020,EMP0461,DEPT09,Problem,Application,Medium,In Progress,2022-03-29,2022-03-29 19:24:00,19.4,No,0,4,EMP0455
TKT04021,EMP0238,DEPT04,Bug,Software,High,Closed,2021-05-26,2021-05-27 04:30:00,28.5,Yes,1,1,EMP0101
TKT04022,EMP0281,DEPT20,Problem,Security,Critical,Open,2021-01-27,2021-01-27 01:36:00,1.6,No,0,3,EMP0011
TKT04023,EMP0442,DEPT04,Bug,Database,Medium,Closed,2022-03-04,2022-03-06 20:12:00,68.2,Yes,1,3,EMP0329
TKT04024,EMP0392,DEPT14,Incident,Access,Low,In Progress,2023-10-04,2023-10-04 09:00:00,9.0,No,0,3,EMP0496
TKT04025,EMP0406,DEPT11,Service Request,Cloud,Critical,Resolved,2021-06-13,2021-06-13 02:36:00,2.6,No,1,4,EMP0218
TKT04026,EMP0210,DEPT02,Change Request,Other,Medium,Resolved,2023-08-17,2023-08-18 20:30:00,44.5,No,0,4,EMP0413
TKT04027,EMP0192,DEPT07,Bug,Security,Low,Closed,2021-05-05,2021-05-08 15:54:00,87.9,Yes,0,3,EMP0284
TKT04028,EMP0330,DEPT10,Incident,Other,Critical,Resolved,2023-01-10,2023-01-10 02:18:00,2.3,No,0,3,EMP0492
TKT04029,EMP0158,DEPT09,Service Request,Network,High,Closed,2023-05-02,2023-05-02 07:00:00,7.0,No,0,4,EMP0287
TKT04030,EMP0110,DEPT01,Service Request,Network,High,Closed,2023-01-26,2023-01-26 05:48:00,5.8,No,0,1,EMP0062
TKT04031,EMP0202,DEPT19,Service Request,Access,High,In Progress,2021-04-30,2021-04-30 17:06:00,17.1,No,0,4,EMP0404
TKT04032,EMP0073,DEPT14,Bug,Cloud,Low,Resolved,2022-06-29,2022-06-29 14:30:00,14.5,No,3,4,EMP0055
TKT04033,EMP0241,DEPT13,Incident,Cloud,Low,Resolved,2023-12-20,2023-12-23 21:12:00,93.2,Yes,0,3,EMP0388
TKT04034,EMP0056,DEPT03,Problem,Email,High,Resolved,2021-03-25,2021-03-26 03:24:00,27.4,Yes,1,3,EMP0197
TKT04035,EMP0278,DEPT16,Incident,Cloud,Low,Closed,2021-05-25,2021-05-29 00:00:00,96.0,Yes,1,2,EMP0430
TKT04036,EMP0334,DEPT16,Incident,Database,Medium,Closed,2022-09-15,2022-09-17 21:36:00,69.6,Yes,1,4,EMP0427
TKT04037,EMP0232,DEPT03,Incident,Security,High,Closed,2021-06-09,2021-06-09 15:30:00,15.5,No,2,4,EMP0421
TKT04038,EMP0154,DEPT17,Bug,Security,High,Reopened,2022-03-19,2022-03-19 16:36:00,16.6,No,0,4,EMP0139
TKT04039,EMP0464,DEPT05,Bug,Other,Medium,Open,2023-11-30,2023-11-30 09:42:00,9.7,No,0,5,EMP0398
TKT04040,EMP0427,DEPT09,Bug,Application,High,Open,2021-07-18,2021-07-18 19:30:00,19.5,No,0,4,EMP0370
TKT04041,EMP0490,DEPT20,Incident,Access,High,Closed,2021-07-27,2021-07-27 21:12:00,21.2,No,0,4,EMP0393
TKT04042,EMP0397,DEPT18,Bug,Access,High,Closed,2022-04-19,2022-04-20 00:06:00,24.1,Yes,0,2,EMP0425
TKT04043,EMP0446,DEPT19,Service Request,Database,Low,In Progress,2023-12-25,2023-12-29 09:30:00,105.5,Yes,0,3,EMP0018
TKT04044,EMP0320,DEPT18,Bug,Cloud,Low,Resolved,2023-03-01,2023-03-02 11:24:00,35.4,No,0,3,EMP0104
TKT04045,EMP0212,DEPT02,Change Request,Application,Medium,Closed,2022-01-24,2022-01-26 04:54:00,52.9,Yes,1,4,EMP0157
TKT04046,EMP0027,DEPT18,Bug,Email,Low,In Progress,2022-01-31,2022-02-01 01:12:00,25.2,No,2,3,EMP0485
TKT04047,EMP0103,DEPT18,Bug,Email,Low,Resolved,2023-12-14,2023-12-15 05:12:00,29.2,No,1,4,EMP0107
TKT04048,EMP0112,DEPT01,Bug,Security,Low,Closed,2022-05-25,2022-05-26 08:42:00,32.7,No,0,4,EMP0303
TKT04049,EMP0173,DEPT13,Bug,Database,Medium,Reopened,2022-01-02,2022-01-02 06:54:00,6.9,No,0,1,EMP0258
TKT04050,EMP0283,DEPT15,Change Request,Hardware,Critical,Closed,2023-05-01,2023-05-01 03:48:00,3.8,No,1,4,EMP0390
TKT04051,EMP0456,DEPT18,Problem,Hardware,Low,Closed,2021-08-05,2021-08-08 22:24:00,94.4,Yes,0,2,EMP0268
TKT04052,EMP0081,DEPT05,Bug,Cloud,High,Resolved,2023-01-04,2023-01-05 00:06:00,24.1,Yes,1,4,EMP0462
TKT04053,EMP0338,DEPT04,Service Request,Security,High,Closed,2023-07-29,2023-07-30 02:42:00,26.7,Yes,1,4,EMP0034
TKT04054,EMP0197,DEPT09,Change Request,Database,Low,In Progress,2023-05-25,2023-05-25 23:00:00,23.0,No,0,4,EMP0260
TKT04055,EMP0480,DEPT03,Problem,Hardware,Critical,Reopened,2021-08-02,2021-08-02 01:24:00,1.4,No,0,3,EMP0253
TKT04056,EMP0265,DEPT15,Bug,Software,Medium,Resolved,2021-12-08,2021-12-10 22:00:00,70.0,Yes,0,3,EMP0106
TKT04057,EMP0222,DEPT09,Problem,Other,Medium,Resolved,2022-01-05,2022-01-05 05:18:00,5.3,No,0,4,EMP0281
TKT04058,EMP0093,DEPT14,Service Request,Network,High,Closed,2023-04-03,2023-04-03 01:30:00,1.5,No,0,3,EMP0241
TKT04059,EMP0483,DEPT17,Change Request,Other,Low,Open,2023-10-31,2023-11-01 00:06:00,24.1,No,3,5,EMP0227
TKT04060,EMP0227,DEPT04,Change Request,Network,High,Reopened,2022-11-23,2022-11-24 05:36:00,29.6,Yes,0,3,EMP0334
TKT04061,EMP0013,DEPT08,Problem,Software,Low,Resolved,2021-11-20,2021-11-20 21:06:00,21.1,No,0,5,EMP0383
TKT04062,EMP0356,DEPT11,Bug,Software,High,Resolved,2023-12-30,2023-12-30 04:42:00,4.7,No,0,5,EMP0184
TKT04063,EMP0106,DEPT20,Incident,Database,Medium,In Progress,2023-06-27,2023-06-27 15:48:00,15.8,No,0,3,EMP0493
TKT04064,EMP0198,DEPT06,Change Request,Application,Medium,Closed,2022-12-23,2022-12-24 18:54:00,42.9,No,1,3,EMP0263
TKT04065,EMP0291,DEPT13,Incident,Access,Low,Closed,2022-10-08,2022-10-10 09:30:00,57.5,No,0,4,EMP0114
TKT04066,EMP0342,DEPT13,Change Request,Hardware,High,Open,2022-10-27,2022-10-28 07:00:00,31.0,Yes,2,3,EMP0375
TKT04067,EMP0089,DEPT09,Bug,Database,High,Open,2023-02-01,2023-02-02 03:36:00,27.6,Yes,2,4,EMP0120
TKT04068,EMP0140,DEPT18,Bug,Application,Medium,Closed,2023-04-25,2023-04-25 23:06:00,23.1,No,1,2,EMP0110
TKT04069,EMP0382,DEPT14,Change Request,Access,Medium,In Progress,2023-06-01,2023-06-02 09:12:00,33.2,No,0,3,EMP0208
TKT04070,EMP0349,DEPT20,Problem,Database,Medium,Resolved,2022-10-25,2022-10-25 11:54:00,11.9,No,0,2,EMP0146
TKT04071,EMP0289,DEPT18,Bug,Cloud,High,Resolved,2022-05-08,2022-05-08 18:42:00,18.7,No,1,3,EMP0390
TKT04072,EMP0394,DEPT20,Bug,Access,Medium,Closed,2022-03-15,2022-03-17 17:54:00,65.9,Yes,1,4,EMP0244
TKT04073,EMP0080,DEPT08,Service Request,Other,High,Resolved,2023-02-08,2023-02-08 08:42:00,8.7,No,1,5,EMP0231
TKT04074,EMP0329,DEPT19,Bug,Access,High,Resolved,2022-06-05,2022-06-05 13:42:00,13.7,No,0,3,EMP0008
TKT04075,EMP0206,DEPT13,Service Request,Other,Medium,Reopened,2023-01-08,2023-01-10 22:12:00,70.2,Yes,0,4,EMP0425
TKT04076,EMP0295,DEPT20,Bug,Email,Low,In Progress,2023-07-16,2023-07-19 21:54:00,93.9,Yes,2,4,EMP0129
TKT04077,EMP0401,DEPT18,Bug,Network,Medium,Resolved,2023-07-06,2023-07-07 13:30:00,37.5,No,0,3,EMP0049
TKT04078,EMP0411,DEPT15,Problem,Other,High,Open,2023-03-25,2023-03-26 04:18:00,28.3,Yes,0,4,EMP0120
TKT04079,EMP0102,DEPT10,Problem,Software,Low,Reopened,2021-01-01,2021-01-01 21:06:00,21.1,No,0,4,EMP0368
TKT04080,EMP0078,DEPT17,Bug,Cloud,Medium,Closed,2021-03-12,2021-03-12 20:42:00,20.7,No,1,2,EMP0005
TKT04081,EMP0211,DEPT13,Change Request,Hardware,High,Open,2022-08-06,2022-08-06 06:42:00,6.7,No,0,4,EMP0310
TKT04082,EMP0163,DEPT19,Change Request,Email,Medium,Closed,2021-02-03,2021-02-03 22:48:00,22.8,No,0,4,EMP0007
TKT04083,EMP0240,DEPT10,Bug,Email,Medium,Resolved,2023-11-27,2023-11-29 14:48:00,62.8,Yes,0,3,EMP0319
TKT04084,EMP0126,DEPT03,Change Request,Security,Low,Reopened,2021-10-04,2021-10-06 22:24:00,70.4,No,0,4,EMP0468
TKT04085,EMP0445,DEPT11,Bug,Database,Low,Resolved,2022-09-11,2022-09-11 16:48:00,16.8,No,1,3,EMP0058
TKT04086,EMP0379,DEPT11,Problem,Database,High,Closed,2021-01-14,2021-01-15 07:42:00,31.7,Yes,0,4,EMP0483
TKT04087,EMP0067,DEPT19,Incident,Database,Low,Resolved,2022-09-08,2022-09-11 08:42:00,80.7,Yes,0,4,EMP0488
TKT04088,EMP0391,DEPT09,Service Request,Access,Low,Open,2022-03-31,2022-04-01 02:42:00,26.7,No,0,1,EMP0179
TKT04089,EMP0477,DEPT11,Change Request,Hardware,High,Closed,2022-03-16,2022-03-17 08:18:00,32.3,Yes,0,4,EMP0099
TKT04090,EMP0250,DEPT02,Change Request,Network,Medium,In Progress,2022-10-07,2022-10-07 14:18:00,14.3,No,0,4,EMP0263
TKT04091,EMP0162,DEPT04,Problem,Other,Critical,Closed,2021-02-14,2021-02-14 01:06:00,1.1,No,2,4,EMP0423
TKT04092,EMP0313,DEPT04,Change Request,Database,Critical,Closed,2022-07-20,2022-07-20 04:18:00,4.3,Yes,2,2,EMP0327
TKT04093,EMP0478,DEPT20,Bug,Email,Low,Resolved,2023-11-14,2023-11-16 01:24:00,49.4,No,0,4,EMP0448
TKT04094,EMP0391,DEPT05,Bug,Other,Low,Open,2021-11-13,2021-11-14 05:24:00,29.4,No,0,4,EMP0215
TKT04095,EMP0314,DEPT20,Incident,Hardware,High,Reopened,2021-07-13,2021-07-14 09:24:00,33.4,Yes,0,4,EMP0497
TKT04096,EMP0272,DEPT06,Incident,Email,Medium,In Progress,2021-03-19,2021-03-19 07:00:00,7.0,No,1,4,EMP0012
TKT04097,EMP0377,DEPT02,Incident,Software,Low,Resolved,2023-08-01,2023-08-02 23:12:00,47.2,No,0,3,EMP0096
TKT04098,EMP0322,DEPT16,Bug,Hardware,High,Closed,2022-12-30,2022-12-30 06:18:00,6.3,No,0,3,EMP0280
TKT04099,EMP0449,DEPT12,Incident,Access,Low,Closed,2021-11-16,2021-11-18 06:42:00,54.7,No,1,5,EMP0066
TKT04100,EMP0019,DEPT08,Incident,Database,High,Resolved,2021-10-11,2021-10-11 18:48:00,18.8,No,0,4,EMP0203
TKT04101,EMP0347,DEPT13,Bug,Application,Low,Resolved,2022-06-27,2022-06-27 06:42:00,6.7,No,0,5,EMP0069
TKT04102,EMP0050,DEPT02,Problem,Cloud,Low,Closed,2023-01-22,2023-01-23 06:12:00,30.2,No,0,3,EMP0179
TKT04103,EMP0403,DEPT12,Change Request,Email,Low,In Progress,2022-05-27,2022-05-27 11:30:00,11.5,No,0,4,EMP0136
TKT04104,EMP0034,DEPT04,Service Request,Security,Critical,Open,2022-04-23,2022-04-23 04:12:00,4.2,Yes,2,4,EMP0404
TKT04105,EMP0044,DEPT03,Bug,Security,High,Closed,2022-06-09,2022-06-10 02:36:00,26.6,Yes,1,4,EMP0086
TKT04106,EMP0011,DEPT16,Bug,Cloud,High,Resolved,2022-09-08,2022-09-08 15:48:00,15.8,No,0,4,EMP0497
TKT04107,EMP0005,DEPT03,Service Request,Network,Medium,Open,2021-07-08,2021-07-08 21:54:00,21.9,No,0,2,EMP0021
TKT04108,EMP0472,DEPT14,Service Request,Network,Medium,Resolved,2023-03-30,2023-03-31 05:36:00,29.6,No,0,4,EMP0474
TKT04109,EMP0442,DEPT02,Incident,Cloud,Low,In Progress,2022-03-22,2022-03-24 16:36:00,64.6,No,0,4,EMP0135
TKT04110,EMP0446,DEPT08,Service Request,Application,Medium,Open,2021-06-08,2021-06-09 14:36:00,38.6,No,0,3,EMP0035
TKT04111,EMP0028,DEPT20,Change Request,Access,Medium,In Progress,2022-10-27,2022-10-28 12:00:00,36.0,No,0,4,EMP0336
TKT04112,EMP0170,DEPT18,Change Request,Hardware,Medium,Closed,2023-09-16,2023-09-17 07:48:00,31.8,No,0,4,EMP0434
TKT04113,EMP0437,DEPT18,Change Request,Application,Low,Closed,2021-12-21,2021-12-24 01:54:00,73.9,Yes,0,3,EMP0088
TKT04114,EMP0047,DEPT13,Change Request,Other,Critical,Resolved,2023-09-27,2023-09-27 04:12:00,4.2,Yes,0,3,EMP0442
TKT04115,EMP0161,DEPT07,Change Request,Database,Low,In Progress,2021-07-15,2021-07-19 07:36:00,103.6,Yes,0,4,EMP0446
TKT04116,EMP0477,DEPT14,Incident,Network,Critical,Closed,2022-09-08,2022-09-08 02:06:00,2.1,No,0,2,EMP0120
TKT04117,EMP0462,DEPT11,Bug,Email,Low,Resolved,2021-03-18,2021-03-18 06:42:00,6.7,No,0,3,EMP0458
TKT04118,EMP0183,DEPT08,Service Request,Network,Medium,Resolved,2023-02-21,2023-02-21 03:30:00,3.5,No,0,4,EMP0044
TKT04119,EMP0104,DEPT14,Bug,Security,Medium,Closed,2021-06-10,2021-06-10 19:54:00,19.9,No,0,3,EMP0313
TKT04120,EMP0381,DEPT05,Service Request,Email,Medium,Resolved,2021-04-25,2021-04-25 05:42:00,5.7,No,0,4,EMP0018
TKT04121,EMP0078,DEPT04,Incident,Other,Medium,Resolved,2022-11-16,2022-11-16 08:12:00,8.2,No,0,3,EMP0371
TKT04122,EMP0491,DEPT17,Incident,Other,Medium,Reopened,2022-12-14,2022-12-14 17:06:00,17.1,No,0,5,EMP0335
TKT04123,EMP0110,DEPT19,Problem,Database,Medium,Resolved,2023-06-09,2023-06-10 21:00:00,45.0,No,0,3,EMP0183
TKT04124,EMP0158,DEPT09,Problem,Software,High,Resolved,2023-05-04,2023-05-05 02:06:00,26.1,Yes,0,3,EMP0231
TKT04125,EMP0431,DEPT11,Incident,Security,High,Resolved,2021-09-04,2021-09-04 14:42:00,14.7,No,1,4,EMP0237
TKT04126,EMP0034,DEPT12,Incident,Cloud,High,In Progress,2022-04-10,2022-04-10 04:30:00,4.5,No,0,2,EMP0069
TKT04127,EMP0186,DEPT20,Service Request,Network,Low,Closed,2021-01-24,2021-01-27 07:30:00,79.5,Yes,2,4,EMP0004
TKT04128,EMP0320,DEPT02,Incident,Database,Medium,Closed,2023-02-23,2023-02-25 15:24:00,63.4,Yes,1,4,EMP0138
TKT04129,EMP0466,DEPT13,Bug,Database,Medium,In Progress,2021-04-21,2021-04-21 20:00:00,20.0,No,0,4,EMP0389
TKT04130,EMP0162,DEPT16,Service Request,Software,Medium,Open,2022-09-17,2022-09-17 15:36:00,15.6,No,1,3,EMP0144
